,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
50,Person search,2021-10-03T23:45:00+00:00,,,53.320277000000004,-3.493103,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
51,Person search,2021-10-04T11:22:00+00:00,,,53.167055000000005,-3.14515,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
52,Person search,2021-10-04T14:40:00+00:00,,,53.202211,-3.0363029999999998,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
53,Person search,2021-10-04T18:48:00+00:00,,,53.028783999999995,-3.026385,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
54,Person search,2021-10-04T18:48:00+00:00,,,53.028783999999995,-3.026385,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
55,Person search,2021-10-04T18:48:00+00:00,,,53.028783999999995,-3.026385,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
56,Person search,2021-10-04T20:59:00+00:00,,,53.047056000000005,-2.997208,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
57,Person search,2021-10-05T00:44:00+00:00,,,53.044771999999995,-2.994023,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
58,Person search,2021-10-05T08:00:00+00:00,,,53.05481700000001,-2.998999,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,0.0
59,Person search,2021-10-05T08:20:00+00:00,,,53.046164000000005,-3.010195,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
60,Person search,2021-10-05T11:35:00+00:00,,,53.047957,-3.0108040000000003,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
61,Person search,2021-10-05T11:40:00+00:00,,,52.988756,-3.037412,Male,over 34,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
62,Person search,2021-10-05T13:30:00+00:00,,,53.141346999999996,-4.277512000000001,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
63,Person search,2021-10-05T15:10:00+00:00,,,53.04930600000001,-2.993665,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
64,Person search,2021-10-05T16:10:00+00:00,,,53.047403,-2.9954709999999998,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,0.0
65,Person search,2021-10-05T22:00:00+00:00,,,53.138557999999996,-4.271937,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,Arrest,True,0.0
66,Person search,2021-10-05T22:55:00+00:00,,,52.8982,-4.622992,Male,over 34,,White,,Article for use in theft,,False,0.0
67,Person search,2021-10-06T09:30:00+00:00,,,53.320077000000005,-3.4896879999999997,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
68,Person search,2021-10-06T09:47:00+00:00,,,53.297095999999996,-3.730863,Male,over 34,Mixed/Multiple ethnic groups - White and Asian,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
69,Person search,2021-10-06T09:47:00+00:00,,,53.297095999999996,-3.730863,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
70,Person search,2021-10-06T10:25:00+00:00,,,53.114422,-3.321248,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Detailed object of search unavailable,A no further action disposal,False,0.0
71,Person search,2021-10-06T10:45:00+00:00,,,53.31889399999999,-3.4943910000000002,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
72,Person search,2021-10-06T10:45:00+00:00,,,53.31889399999999,-3.4943910000000002,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
73,Person search,2021-10-06T11:40:00+00:00,,,53.15271,-4.261048000000001,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,0.0
74,Person search,2021-10-06T11:45:00+00:00,,,53.18391999999999,-4.210185,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
75,Person search,2021-10-06T11:45:00+00:00,,,53.18391999999999,-4.210185,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
76,Person search,2021-10-06T13:00:00+00:00,,,53.291042000000004,-3.715615,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,0.0
77,Person search,2021-10-06T13:00:00+00:00,,,53.291042000000004,-3.715615,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
78,Person search,2021-10-06T13:50:00+00:00,,,53.323714,-3.48489,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
79,Person search,2021-10-06T14:00:00+00:00,,,53.319584,-3.4910069999999997,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
80,Person search,2021-10-06T15:25:00+00:00,,,53.22572099999999,-4.166943,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Detailed object of search unavailable,A no further action disposal,False,0.0
81,Person search,2021-10-06T15:30:00+00:00,,,53.32174200000001,-3.492374,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,0.0
82,Person search,2021-10-06T19:10:00+00:00,,,53.132563,-3.330086,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
83,Person search,2021-10-06T21:28:00+00:00,,,53.042294999999996,-2.990341,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
84,Person search,2021-10-06T23:46:00+00:00,,,53.302690000000005,-3.548976,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
85,Person search,2021-10-07T14:35:00+00:00,,,52.879785,-4.425078,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
86,Person search,2021-10-07T14:35:00+00:00,,,52.879785,-4.425078,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
87,Person search,2021-10-07T14:35:00+00:00,,,52.879785,-4.425078,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
88,Person search,2021-10-08T08:10:00+00:00,,,53.257901000000004,-4.303883,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
89,Person search,2021-10-08T08:10:00+00:00,,,53.257901000000004,-4.303883,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
90,Person search,2021-10-08T16:30:00+00:00,,,52.909389000000004,-3.600633,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,0.0
91,Person search,2021-10-08T18:40:00+00:00,,,52.970172,-3.170315,,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
92,Person search,2021-10-08T18:51:00+00:00,,,53.325928000000005,-3.8330870000000004,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
93,Person search,2021-10-08T19:00:00+00:00,,,53.170885999999996,-3.052453,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
94,Person search,2021-10-08T19:00:00+00:00,,,53.170885999999996,-3.052453,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
95,Person search,2021-10-08T19:44:00+00:00,,,52.968658,-3.170691,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
96,Person search,2021-10-08T20:38:00+00:00,,,53.173280000000005,-3.136219,Male,18-24,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
97,Person search,2021-10-08T21:50:00+00:00,,,53.045164,-2.9944349999999997,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,0.0
98,Person search,2021-10-08T23:23:00+00:00,,,53.30857099999999,-3.753392,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
99,Person search,2021-10-09T01:00:00+00:00,,,53.294872999999995,-3.5802169999999998,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
100,Person search,2021-10-09T10:30:00+00:00,,,53.28974,-3.6801410000000003,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
101,Person search,2021-10-09T18:42:00+00:00,,,53.144484999999996,-4.272279,Male,under 10,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
102,Person search,2021-10-09T18:42:00+00:00,,,53.144484999999996,-4.272279,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,0.0
103,Person search,2021-10-09T18:42:00+00:00,,,53.144484999999996,-4.272279,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
104,Person search,2021-10-09T19:20:00+00:00,,,53.22456700000001,-4.129732,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
105,Person search,2021-10-09T21:00:00+00:00,,,53.03469200000001,-2.974837,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
106,Person search,2021-10-09T21:30:00+00:00,,,53.310731000000004,-4.635439,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
107,Person search,2021-10-09T21:45:00+00:00,,,52.99354,-3.9435269999999996,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
108,Person search,2021-10-09T22:15:00+00:00,,,53.241837,-3.137645,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
109,Person search,2021-10-10T00:45:00+00:00,,,52.934371999999996,-4.197354,Male,18-24,,White,,Stolen goods,,False,0.0
110,Person search,2021-10-10T02:00:00+00:00,,,53.09491800000001,-2.9991060000000003,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
111,Person search,2021-10-10T02:18:00+00:00,,,53.222758999999996,-4.1322779999999995,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
112,Person search,2021-10-10T07:45:00+00:00,,,53.006477000000004,-3.044395,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
113,Person search,2021-10-10T13:15:00+00:00,,,53.29595,-3.728071,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
114,Person search,2021-10-10T15:40:00+00:00,,,53.320241,-3.495219,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,0.0
115,Person search,2021-10-10T20:10:00+00:00,,,52.931578,-4.120537000000001,Female,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
116,Person search,2021-10-10T20:10:00+00:00,,,52.931578,-4.120537000000001,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
117,Person search,2021-10-10T21:00:00+00:00,,,52.982518999999996,-3.930772,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
118,Person search,2021-10-10T21:00:00+00:00,,,52.982518999999996,-3.930772,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
119,Person search,2021-10-10T21:10:00+00:00,,,52.854443999999994,-3.668905,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,0.0
120,Person search,2021-10-10T21:11:00+00:00,,,53.411367000000006,-4.334217,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,0.0
121,Person search,2021-10-10T21:15:00+00:00,,,52.984287,-3.929852,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,0.0
122,Person search,2021-10-10T21:15:00+00:00,,,52.985091000000004,-3.044296,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
123,Person search,2021-10-10T21:53:00+00:00,,,53.412186,-4.33694,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,0.0
124,Person search,2021-10-10T22:10:00+00:00,,,53.221548999999996,-3.137557,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
125,Person search,2021-10-10T22:25:00+00:00,,,53.072449,-3.017602,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
126,Person search,2021-10-10T22:25:00+00:00,,,53.072449,-3.017602,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
127,Person search,2021-10-10T22:25:00+00:00,,,53.072449,-3.017602,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
128,Person search,2021-10-10T23:34:00+00:00,,,52.940608999999995,-4.14936,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
129,Person search,2021-10-11T12:18:00+00:00,,,53.409394999999996,-4.3454239999999995,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
130,Person search,2021-10-11T23:15:00+00:00,,,53.290808,-3.7206019999999995,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
131,Person search,2021-10-12T00:35:00+00:00,,,53.319584,-3.4910069999999997,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
132,Person search,2021-10-12T00:42:00+00:00,,,53.290381999999994,-3.5873730000000004,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
133,Person search,2021-10-12T10:15:00+00:00,,,53.32119399999999,-3.485178,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
134,Person search,2021-10-12T11:24:00+00:00,,,53.296546,-3.7260089999999995,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
135,Person search,2021-10-12T11:24:00+00:00,,,53.296546,-3.7260089999999995,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
136,Person search,2021-10-12T11:35:00+00:00,,,53.140211,-4.268241000000001,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,,False,0.0
137,Person search,2021-10-12T12:00:00+00:00,,,53.318596,-3.497353,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
138,Person search,2021-10-12T13:30:00+00:00,,,53.302603000000005,-3.4685349999999997,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
139,Person search,2021-10-12T13:55:00+00:00,,,52.934518000000004,-4.520003,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,,False,0.0
140,Person search,2021-10-12T16:50:00+00:00,,,53.22572099999999,-4.166943,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
141,Person search,2021-10-12T18:02:00+00:00,,,53.305916,-3.75789,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
142,Person search,2021-10-12T18:10:00+00:00,,,53.296546,-3.7260089999999995,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
143,Person search,2021-10-12T18:10:00+00:00,,,53.296546,-3.7260089999999995,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
144,Person search,2021-10-12T21:05:00+00:00,,,53.052742,-2.996608,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,False,0.0
145,Person search,2021-10-12T21:30:00+00:00,,,53.27751,-3.693115,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
146,Person search,2021-10-12T22:20:00+00:00,,,53.315932,-3.5026339999999996,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
147,Person search,2021-10-13T14:55:00+00:00,,,53.040606000000004,-2.9728369999999997,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
148,Person search,2021-10-13T15:20:00+00:00,,,53.139003,-4.271242,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,0.0
149,Person search,2021-10-13T18:59:00+00:00,,,53.202704000000004,-3.036465,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
150,Person search,2021-10-13T19:00:00+00:00,,,53.202704000000004,-3.036465,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
151,Person search,2021-10-13T22:15:00+00:00,,,53.115705000000005,-4.265695,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
152,Person search,2021-10-13T23:15:00+00:00,,,53.206223,-3.03083,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,False,0.0
153,Person search,2021-10-13T23:35:00+00:00,,,52.922805000000004,-4.273503,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
154,Person search,2021-10-13T23:52:00+00:00,,,53.044771999999995,-2.994023,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
155,Person search,2021-10-14T02:05:00+00:00,,,53.056791000000004,-3.411786,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Offensive weapons,A no further action disposal,False,0.0
156,Person search,2021-10-14T03:37:00+00:00,,,52.979651000000004,-3.102267,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
157,Person search,2021-10-14T03:37:00+00:00,,,52.979651000000004,-3.102267,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
158,Person search,2021-10-14T10:20:00+00:00,,,52.980855000000005,-3.057777,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
159,Person search,2021-10-14T10:38:00+00:00,,,53.308690000000006,-4.626486,Male,over 34,White - Irish,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
160,Person search,2021-10-14T11:25:00+00:00,,,52.998927,-2.993848,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,0.0
161,Person search,2021-10-14T12:30:00+00:00,,,52.981494,-3.0597,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,1.0
162,Person search,2021-10-14T12:30:00+00:00,,,52.981494,-3.0597,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,1.0
163,Person search,2021-10-14T13:10:00+00:00,,,53.046739,-2.994262,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,0.0
164,Person search,2021-10-14T14:15:00+00:00,,,53.050247999999996,-2.979812,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
165,Person search,2021-10-14T15:05:00+00:00,,,53.255508999999996,-4.307143,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
166,Person search,2021-10-14T15:50:00+00:00,,,53.043203000000005,-2.965154,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,1.0
167,Person search,2021-10-14T15:50:00+00:00,,,53.041065,-2.968269,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
168,Person search,2021-10-14T15:54:00+00:00,,,53.04069200000001,-2.989663,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
169,Person search,2021-10-14T15:54:00+00:00,,,53.04069200000001,-2.989663,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
170,Person search,2021-10-14T17:00:00+00:00,,,53.290936,-3.6959720000000003,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),True,0.0
171,Person search,2021-10-14T17:58:00+00:00,,,53.215078000000005,-3.011829,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,False,0.0
172,Person search,2021-10-14T21:30:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
173,Person search,2021-10-14T21:47:00+00:00,,,53.230565000000006,-4.126613,,,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,0.0
174,Person search,2021-10-15T00:38:00+00:00,,,53.014239,-3.051052,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
175,Person search,2021-10-15T07:08:00+00:00,,,53.308690000000006,-4.626486,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
